case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.7299,NaceSectorsG_46_2_1,"G.46.21 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_2,0
M.7299,NaceSectorsG_46_3_7,"G.46.37 - Wholesale of coffee, tea, cocoa and spices",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.73,NaceSectorsC_24_1_0,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_1,0
M.730,NaceSectorsM_73_1,M.73.1 - Advertising,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73_1,0
M.7300,NaceSectorsG_46_2_1,"G.46.21 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_2,0
M.7300,NaceSectorsG_46_3_7,"G.46.37 - Wholesale of coffee, tea, cocoa and spices",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.7301,NaceSectorsJ_59_1_1,"J.59.11 - Motion picture, video and television programme production activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.7301,NaceSectorsJ_59_1_2,"J.59.12 - Motion picture, video and television programme post-production activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.7302,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7303,NaceSectorsC_20_5_9,C.20.59 - Manufacture of other chemical products n.e.c.,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_5,0
M.7304,NaceSectorsH_52_2_9,H.52.29 - Other transportation support activities,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7305,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.7306,NaceSectorsC_28,C.28 - Manufacture of machinery and equipment n.e.c.,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28,0
M.7306,NaceSectorsC_28_2_5,C.28.25 - Manufacture of non-domestic cooling and ventilation equipment,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.7306,NaceSectorsC_33_1_2,C.33.12 - Repair of machinery,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_1,0
M.7307,NaceSectorsJ_61_1_0,J.61.10 - Wired telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_1,0
M.7307,NaceSectorsJ_61_2_0,J.61.20 - Wireless telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_2,0
M.7308,NaceSectorsC_26_2,C.26.2 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,0
M.7308,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.7308,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.7309,NaceSectorsC_21_1,C.21.1 - Manufacture of basic pharmaceutical products,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_1,0
M.7309,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.731,NaceSectorsB_9_1,B.09.1 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.731,NaceSectorsF_43_9_9,F.43.99 - Other specialised construction activities n.e.c.,NaceSectorsF,NaceSectorsF_43,NaceSectorsF_43_9,0
M.7310,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7311,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7311,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.7312,NaceSectorsN_78_1,N.78.1 - Activities of employment placement agencies,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_1,0
M.7312,NaceSectorsN_78_2,N.78.2 - Temporary employment agency activities,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_2,0
M.7314,NaceSectorsG_47_7_1,G.47.71 - Retail sale of clothing in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7314,NaceSectorsG_47_7_2,G.47.72 - Retail sale of footwear and leather goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7314,NaceSectorsG_47_7_5,G.47.75 - Retail sale of cosmetic and toilet articles in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7314,NaceSectorsG_47_7_7,G.47.77 - Retail sale of watches and jewellery in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7315,NaceSectorsI_55_1,I.55.1 - Hotels and similar accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_1,0
M.7315,NaceSectorsN_79_1_1,N.79.11 - Travel agency activities,NaceSectorsN,NaceSectorsN_79,NaceSectorsN_79_1,0
M.7316,NaceSectorsB_6_1,B.06.1 - Extraction of crude petroleum,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_1,0
M.7316,NaceSectorsB_6_2,B.06.2 - Extraction of natural gas,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_2,0
M.7316,NaceSectorsB_9_1,B.09.1 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.7317,NaceSectorsD_35_1_4,D.35.14 - Trade of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.7317,NaceSectorsD_35_2_3,D.35.23 - Trade of gas through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.7317,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7317,NaceSectorsG_46_7_2,G.46.72 - Wholesale of metals and metal ores,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7317,NaceSectorsG_46_9,G.46.9 - Non-specialised wholesale trade,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_9,0
M.7318,NaceSectorsB_6_1_0,B.06.10 - Extraction of crude petroleum,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_1,0
M.7318,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.7319,NaceSectorsC_28_2_9,C.28.29 - Manufacture of other general-purpose machinery n.e.c.,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.7319,NaceSectorsG_47_9_9,"G.47.99 - Other retail sale not in stores, stalls or markets",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_9,0
M.732,NaceSectorsC_23_6,"C.23.6 - Manufacture of articles of concrete, cement and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.7320,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.7320,NaceSectorsQ_87_1_0,Q.87.10 - Residential nursing care activities,NaceSectorsQ,NaceSectorsQ_87,NaceSectorsQ_87_1,0
M.7321,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.7321,NaceSectorsQ_86_2_1,Q.86.21 - General medical practice activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_2,0
M.7321,NaceSectorsQ_86_2_2,Q.86.22 - Specialist medical practice activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_2,0
M.7322,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.7323,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.7323,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.7324,NaceSectorsH_52_2,H.52.2 - Support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7324,NaceSectorsM_71_1_2,M.71.12 - Engineering activities and related technical consultancy,NaceSectorsM,NaceSectorsM_71,NaceSectorsM_71_1,0
M.7324,NaceSectorsN_81_1,N.81.1 - Combined facilities support activities,NaceSectorsN,NaceSectorsN_81,NaceSectorsN_81_1,0
M.7324,NaceSectorsN_81_2,N.81.2 - Cleaning activities,NaceSectorsN,NaceSectorsN_81,NaceSectorsN_81_2,0
M.7324,NaceSectorsN_81_3,N.81.3 - Landscape service activities,NaceSectorsN,NaceSectorsN_81,NaceSectorsN_81_3,0
M.7324,NaceSectorsP_85_1,P.85.1 - Pre-primary education,NaceSectorsP,NaceSectorsP_85,NaceSectorsP_85_1,0
M.7324,NaceSectorsQ_87,Q.87 - Residential care activities,NaceSectorsQ,NaceSectorsQ_87,NaceSectorsQ_87,0
M.7325,NaceSectorsC_28_9,C.28.9 - Manufacture of other special-purpose machinery,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.7326,NaceSectorsC_32_5_0,C.32.50 - Manufacture of medical and dental instruments and supplies,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_5,0
M.7327,NaceSectorsF_41_2,F.41.2 - Construction of residential and non-residential buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41_2,0
M.7327,NaceSectorsH_51,H.51 - Air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51,0
M.7327,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7329,NaceSectorsC_10_1,C.10.1 - Processing and preserving of meat and production of meat products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_1,0
M.7329,NaceSectorsC_21_1,C.21.1 - Manufacture of basic pharmaceutical products,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_1,0
M.733,NaceSectorsC_17_2,C.17.2 - Manufacture of articles of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.7330,NaceSectorsC_27_1,"C.27.1 - Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_1,0
M.7330,NaceSectorsC_28_9_1,C.28.91 - Manufacture of machinery for metallurgy,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.7331,NaceSectorsC_24_4_2,C.24.42 - Aluminium production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.7331,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7332,NaceSectorsC_26_4_0,C.26.40 - Manufacture of consumer electronics,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_4,0
M.7332,NaceSectorsJ_59_1_3,"J.59.13 - Motion picture, video and television programme distribution activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.7332,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.7332,NaceSectorsJ_60_2_0,J.60.20 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.7333,NaceSectorsH_51_1_0,H.51.10 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,1
M.7334,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.7334,NaceSectorsJ_62_0_9,J.62.09 - Other information technology and computer service activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.7336,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.7337,NaceSectorsJ_63_1,"J.63.1 - Data processing, hosting and related activities; web portals",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,1
M.7337,NaceSectorsM_73_2,M.73.2 - Market research and public opinion polling,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73_2,1
M.7338,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.7338,NaceSectorsC_17_2,C.17.2 - Manufacture of articles of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.7339,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.734,NaceSectorsC_17,C.17 - Manufacture of paper and paper products,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17,0
M.7340,NaceSectorsC_10_8_2,"C.10.82 - Manufacture of cocoa, chocolate and sugar confectionery",NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.7340,NaceSectorsC_10_8_9,C.10.89 - Manufacture of other food products n.e.c.,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.7340,NaceSectorsG_46_3_1,G.46.31 - Wholesale of fruit and vegetables,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.7340,NaceSectorsG_46_3_6,G.46.36 - Wholesale of sugar and chocolate and sugar confectionery,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.7341,NaceSectorsH_53,H.53 - Postal and courier activities,NaceSectorsH,NaceSectorsH_53,NaceSectorsH_53,0
M.7342,NaceSectorsC_24_4_2,C.24.42 - Aluminium production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.7342,NaceSectorsC_24_4_5,C.24.45 - Other non-ferrous metal production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.7342,NaceSectorsC_24_5_3,C.24.53 - Casting of light metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_5,0
M.7342,NaceSectorsC_25_5,"C.25.5 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy",NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_5,0
M.7343,NaceSectorsQ_86,Q.86 - Human health activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86,0
M.7344,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.7345,NaceSectorsG_46_3,"G.46.3 - Wholesale of food, beverages and tobacco",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.7345,NaceSectorsG_47_1_1,"G.47.11 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.7346,NaceSectorsC_32_5,C.32.5 - Manufacture of medical and dental instruments and supplies,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_5,0
M.7346,NaceSectorsQ_86_9_0,Q.86.90 - Other human health activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_9,0
M.7347,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.735,NaceSectorsC_23_3_2,"C.23.32 - Manufacture of bricks, tiles and construction products, in baked clay",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_3,0
M.7350,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7351,NaceSectorsC_20_4,"C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_4,0
M.7352,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.7352,NaceSectorsD_35_1_3,D.35.13 - Distribution of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.7352,NaceSectorsF_42_2_2,F.42.22 - Construction of utility projects for electricity and telecommunications,NaceSectorsF,NaceSectorsF_42,NaceSectorsF_42_2,0
M.7353,NaceSectorsC_25_4_0,C.25.40 - Manufacture of weapons and ammunition,NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_4,1
M.7353,NaceSectorsC_30_3_0,C.30.30 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,1
M.7354,NaceSectorsC_10_8_9,C.10.89 - Manufacture of other food products n.e.c.,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.7354,NaceSectorsC_20_1_4,C.20.14 - Manufacture of other organic basic chemicals,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7357,NaceSectorsG_46_7_2,G.46.72 - Wholesale of metals and metal ores,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7357,NaceSectorsG_46_7_7,G.46.77 - Wholesale of waste and scrap,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7358,NaceSectorsH_51_1_0,H.51.10 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,0
M.7358,NaceSectorsN_79_1,N.79.1 - Travel agency and tour operator activities,NaceSectorsN,NaceSectorsN_79,NaceSectorsN_79_1,0
M.7359,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.736,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.7360,NaceSectorsJ_59_1,"J.59.1 - Motion picture, video and television programme activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.7360,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.7361,NaceSectorsH_52_2_4,H.52.24 - Cargo handling,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7362,NaceSectorsH_49_4_1,H.49.41 - Freight transport by road,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_4,0
M.7362,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7362,NaceSectorsH_52_2_4,H.52.24 - Cargo handling,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7362,NaceSectorsH_52_2_9,H.52.29 - Other transportation support activities,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7363,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7364,NaceSectorsK_64_9_9,"K.64.99 - Other financial service activities, except insurance and pension funding n.e.c.",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.7364,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7364,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.7366,NaceSectorsC_27_5_1,C.27.51 - Manufacture of electric domestic appliances,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_5,0
M.7366,NaceSectorsC_28_1_3,C.28.13 - Manufacture of other pumps and compressors,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7367,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7367,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7367,NaceSectorsK_65_2_0,K.65.20 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7367,NaceSectorsK_66_2_9,K.66.29 - Other activities auxiliary to insurance and pension funding,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_2,0
M.7368,NaceSectorsH_52,H.52 - Warehousing and support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52,0
M.7368,NaceSectorsH_52_1_0,H.52.10 - Warehousing and storage,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_1,0
M.7369,NaceSectorsK_64_9,"K.64.9 - Other financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.737,NaceSectorsC_20_2_0,C.20.20 - Manufacture of pesticides and other agrochemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_2,0
M.737,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.7370,NaceSectorsC_20_1_6,C.20.16 - Manufacture of plastics in primary forms,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7371,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.7372,NaceSectorsL_68_2,L.68.2 - Rental and operating of own or leased real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_2,0
M.7373,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.7373,NaceSectorsL_68_3_2,L.68.32 - Management of real estate on a fee or contract basis,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.7373,NaceSectorsM_71_1_2,M.71.12 - Engineering activities and related technical consultancy,NaceSectorsM,NaceSectorsM_71,NaceSectorsM_71_1,0
M.7374,NaceSectorsN_82_2,N.82.2 - Activities of call centres,NaceSectorsN,NaceSectorsN_82,NaceSectorsN_82_2,0
M.7375,NaceSectorsC_27_5_1,C.27.51 - Manufacture of electric domestic appliances,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_5,0
M.7375,NaceSectorsC_28_2_5,C.28.25 - Manufacture of non-domestic cooling and ventilation equipment,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.7376,NaceSectorsG_46_5,G.46.5 - Wholesale of information and communication equipment,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_5,0
M.7376,NaceSectorsG_47_6_1,G.47.61 - Retail sale of books in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_6,0
M.7376,NaceSectorsG_47_6_3,G.47.63 - Retail sale of music and video recordings in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_6,0
M.7376,NaceSectorsG_47_6_5,G.47.65 - Retail sale of games and toys in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_6,0
M.7376,NaceSectorsG_47_9_1,G.47.91 - Retail sale via mail order houses or via Internet,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_9,0
M.7376,NaceSectorsJ_58_1_1,J.58.11 - Book publishing,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.7377,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7379,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.738,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.7380,NaceSectorsH_52,H.52 - Warehousing and support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52,0
M.7381,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7384,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.7386,NaceSectorsB_6_1_0,B.06.10 - Extraction of crude petroleum,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_1,0
M.7387,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7388,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.7389,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7389,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7389,NaceSectorsK_65_2_0,K.65.20 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7389,NaceSectorsK_66_2_9,K.66.29 - Other activities auxiliary to insurance and pension funding,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_2,0
M.7390,NaceSectorsB_9_1_0,B.09.10 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.7390,NaceSectorsH_49_5_0,H.49.50 - Transport via pipeline,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_5,0
M.7391,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7392,NaceSectorsC_25_1_2,C.25.12 - Manufacture of doors and windows of metal,NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_1,0
M.7392,NaceSectorsC_25_5_0,"C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy",NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_5,0
M.7393,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7393,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.7394,NaceSectorsC_26_1_1,C.26.11 - Manufacture of electronic components,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_1,0
M.7394,NaceSectorsC_26_2_0,C.26.20 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,0
M.7395,NaceSectorsC_22,C.22 - Manufacture of rubber and plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22,0
M.7396,NaceSectorsC_19_2,C.19.2 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
