case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.10097,NaceSectorsC_26_1,C.26.1 - Manufacture of electronic components and boards,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_1,0
M.10099,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.10099,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.101,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.1010,NaceSectorsC_10_8_1,C.10.81 - Manufacture of sugar,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.1010,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.1010,NaceSectorsG_47,"G.47 - Retail trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47,0
M.10100,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.10100,NaceSectorsM_73_1,M.73.1 - Advertising,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73_1,0
M.10102,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.10102,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.10102,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.10102,NaceSectorsK_66_2_2,K.66.22 - Activities of insurance agents and brokers,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_2,0
M.10102,NaceSectorsK_66_3_0,K.66.30 - Fund management activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_3,0
M.10103,NaceSectorsC_23_6_1,C.23.61 - Manufacture of concrete products for construction purposes,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.10105,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10105,NaceSectorsK_66_3,K.66.3 - Fund management activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_3,0
M.10107,NaceSectorsC_27_1_2,C.27.12 - Manufacture of electricity distribution and control apparatus,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_1,0
M.10108,NaceSectorsJ_63_1,"J.63.1 - Data processing, hosting and related activities; web portals",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,0
M.10108,NaceSectorsJ_63_1_1,"J.63.11 - Data processing, hosting and related activities",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,0
M.10108,NaceSectorsJ_63_9,J.63.9 - Other information service activities,NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_9,0
M.10108,NaceSectorsK_64_9,"K.64.9 - Other financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.10108,NaceSectorsK_64_9_9,"K.64.99 - Other financial service activities, except insurance and pension funding n.e.c.",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.10108,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.10109,NaceSectorsK_65_2_0,K.65.20 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.1011,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.1011,NaceSectorsC_30_9_9,C.30.99 - Manufacture of other transport equipment n.e.c.,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.10110,NaceSectorsK_64_9,"K.64.9 - Other financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.10110,NaceSectorsK_64_9_2,K.64.92 - Other credit granting,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.10111,NaceSectorsC_10_3_2,C.10.32 - Manufacture of fruit and vegetable juice,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_3,0
M.10111,NaceSectorsC_10_5_1,C.10.51 - Operation of dairies and cheese making,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,0
M.10111,NaceSectorsC_10_6_1,C.10.61 - Manufacture of grain mill products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_6,0
M.10111,NaceSectorsC_10_7_1,C.10.71 - Manufacture of bread; manufacture of fresh pastry goods and cakes,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_7,0
M.10111,NaceSectorsC_10_8_5,C.10.85 - Manufacture of prepared meals and dishes,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.10111,NaceSectorsC_10_9,C.10.9 - Manufacture of prepared animal feeds,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_9,0
M.10111,NaceSectorsG_46_3_3,"G.46.33 - Wholesale of dairy products, eggs and edible oils and fats",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.10111,NaceSectorsI_56_1_0,I.56.10 - Restaurants and mobile food service activities,NaceSectorsI,NaceSectorsI_56,NaceSectorsI_56_1,0
M.10111,NaceSectorsI_56_2_9,I.56.29 - Other food service activities,NaceSectorsI,NaceSectorsI_56,NaceSectorsI_56_2,0
M.10111,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.10112,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.10112,NaceSectorsK_65_2_0,K.65.20 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.10112,NaceSectorsK_66_2_9,K.66.29 - Other activities auxiliary to insurance and pension funding,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_2,0
M.10115,NaceSectorsN_80,N.80 - Security and investigation activities,NaceSectorsN,NaceSectorsN_80,NaceSectorsN_80,0
M.10115,NaceSectorsN_81,N.81 - Services to buildings and landscape activities,NaceSectorsN,NaceSectorsN_81,NaceSectorsN_81,0
M.10116,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.10117,NaceSectorsC_22_2_1,"C.22.21 - Manufacture of plastic plates, sheets, tubes and profiles",NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.10117,NaceSectorsC_22_2_2,C.22.22 - Manufacture of plastic packing goods,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.10118,NaceSectorsC_20_1_6,C.20.16 - Manufacture of plastics in primary forms,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.10118,NaceSectorsC_25_9_9,C.25.99 - Manufacture of other fabricated metal products n.e.c.,NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_9,0
M.10119,NaceSectorsH_52_2_2,H.52.22 - Service activities incidental to water transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.10120,NaceSectorsH_49_3_9,H.49.39 - Other passenger land transport n.e.c.,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_3,0
M.10120,NaceSectorsH_50_1_0,H.50.10 - Sea and coastal passenger water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_1,0
M.10120,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.10121,NaceSectorsG_46_5,G.46.5 - Wholesale of information and communication equipment,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_5,0
M.10122,NaceSectorsC_17_1_2,C.17.12 - Manufacture of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.10123,NaceSectorsC_20_3_0,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_3,0
M.10125,NaceSectorsC_30_9_2,C.30.92 - Manufacture of bicycles and invalid carriages,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.10126,NaceSectorsR_92,R.92 - Gambling and betting activities,NaceSectorsR,NaceSectorsR_92,NaceSectorsR_92,0
M.10128,NaceSectorsJ_58_1_4,J.58.14 - Publishing of journals and periodicals,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.10128,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.10128,NaceSectorsJ_63,J.63 - Information service activities,NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63,0
M.10128,NaceSectorsJ_63_1,"J.63.1 - Data processing, hosting and related activities; web portals",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,0
M.10128,NaceSectorsJ_63_9,J.63.9 - Other information service activities,NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_9,0
M.1013,NaceSectorsC_19,C.19 - Manufacture of coke and refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19,0
M.10130,NaceSectorsN_77_3_9,"N.77.39 - Rental and leasing of other machinery, equipment and tangible goods n.e.c.",NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_3,0
M.10131,NaceSectorsH_52,H.52 - Warehousing and support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52,0
M.10132,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.10132,NaceSectorsG_47_3,G.47.3 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.10133,NaceSectorsJ_63_1,"J.63.1 - Data processing, hosting and related activities; web portals",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,0
M.10133,NaceSectorsQ_86_9,Q.86.9 - Other human health activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_9,0
M.10134,NaceSectorsG_47_3,G.47.3 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.10135,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.10135,NaceSectorsQ_86_9,Q.86.9 - Other human health activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_9,0
M.10136,NaceSectorsN_77_3_9,"N.77.39 - Rental and leasing of other machinery, equipment and tangible goods n.e.c.",NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_3,0
M.10139,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.10139,NaceSectorsH_49_5,H.49.5 - Transport via pipeline,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_5,0
M.1014,NaceSectorsC_24_2_0,"C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_2,0
M.10140,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.10140,NaceSectorsJ_62_0_1,J.62.01 - Computer programming activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.10141,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.10142,NaceSectorsC_10_8,C.10.8 - Manufacture of other food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.10143,NaceSectorsM_75_0,M.75.0 - Veterinary activities,NaceSectorsM,NaceSectorsM_75,NaceSectorsM_75_0,0
M.10144,NaceSectorsE_38_2_1,E.38.21 - Treatment and disposal of non-hazardous waste,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_2,1
M.10145,NaceSectorsC_17_2_2,C.17.22 - Manufacture of household and sanitary goods and of toilet requisites,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.10146,NaceSectorsJ_58_2_9,J.58.29 - Other software publishing,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_2,0
M.10147,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.10148,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.10149,NaceSectorsH_50_1,H.50.1 - Sea and coastal passenger water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_1,1
M.10149,NaceSectorsH_51_1,H.51.1 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,1
M.10149,NaceSectorsH_51_1_0,H.51.10 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,1
M.10149,NaceSectorsH_51_2_1,H.51.21 - Freight air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_2,1
M.1015,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.10150,NaceSectorsN_82_9_2,N.82.92 - Packaging activities,NaceSectorsN,NaceSectorsN_82,NaceSectorsN_82_9,0
M.10151,NaceSectorsC_20_1_1,C.20.11 - Manufacture of industrial gases,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.10151,NaceSectorsC_28,C.28 - Manufacture of machinery and equipment n.e.c.,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28,0
M.10152,NaceSectorsH_51_1,H.51.1 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,0
M.10152,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.10153,NaceSectorsJ_59_1,"J.59.1 - Motion picture, video and television programme activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.10153,NaceSectorsJ_60_1_0,J.60.10 - Radio broadcasting,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_1,0
M.10153,NaceSectorsJ_61_1_0,J.61.10 - Wired telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_1,0
M.10153,NaceSectorsJ_61_2_0,J.61.20 - Wireless telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_2,0
M.10153,NaceSectorsJ_61_9_0,J.61.90 - Other telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_9,0
M.10154,NaceSectorsG_47_7,G.47.7 - Retail sale of other goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.10155,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.10156,NaceSectorsL_68_1_0,L.68.10 - Buying and selling of own real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_1,0
M.10156,NaceSectorsL_68_2_0,L.68.20 - Rental and operating of own or leased real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_2,0
M.10157,NaceSectorsC_24_4_4,C.24.44 - Copper production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.10158,NaceSectorsK_66_1_9,"K.66.19 - Other activities auxiliary to financial services, except insurance and pension funding",NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.10159,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.10159,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.10159,NaceSectorsJ_62_0_2,J.62.02 - Computer consultancy activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.1016,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.10160,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.10161,NaceSectorsI_55_9,I.55.9 - Other accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_9,0
M.10162,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.10162,NaceSectorsG_47_7_3,G.47.73 - Dispensing chemist in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.10163,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.10164,NaceSectorsG_46_7_3,"G.46.73 - Wholesale of wood, construction materials and sanitary equipment",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.10164,NaceSectorsG_46_7_4,"G.46.74 - Wholesale of hardware, plumbing and heating equipment and supplies",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.10164,NaceSectorsG_47_5_2,"G.47.52 - Retail sale of hardware, paints and glass in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_5,0
M.10164,NaceSectorsG_47_5_3,"G.47.53 - Retail sale of carpets, rugs, wall and floor coverings in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_5,0
M.10165,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.10166,NaceSectorsK_66_2_2,K.66.22 - Activities of insurance agents and brokers,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_2,0
M.10166,NaceSectorsS_96_0_3,S.96.03 - Funeral and related activities,NaceSectorsS,NaceSectorsS_96,NaceSectorsS_96_0,0
M.10167,NaceSectorsC_27_4_0,C.27.40 - Manufacture of electric lighting equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_4,0
M.10167,NaceSectorsC_29_3,C.29.3 - Manufacture of parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.10169,NaceSectorsH_49_2_0,H.49.20 - Freight rail transport,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_2,0
M.10169,NaceSectorsH_52_2,H.52.2 - Support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.1017,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.10170,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10170,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10171,NaceSectorsR_93_1_9,R.93.19 - Other sports activities,NaceSectorsR,NaceSectorsR_93,NaceSectorsR_93_1,0
M.10173,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10173,NaceSectorsD_35_2_2,D.35.22 - Distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.10174,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.10177,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.10177,NaceSectorsE_38,"E.38 - Waste collection, treatment and disposal activities; materials recovery",NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38,0
M.10178,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10178,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.10179,NaceSectorsG_47_1_1,"G.47.11 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.1018,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.10180,NaceSectorsG_47_1_1,"G.47.11 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.10181,NaceSectorsC_27_9,C.27.9 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.10181,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10181,NaceSectorsD_35_1_3,D.35.13 - Distribution of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10181,NaceSectorsD_35_1_4,D.35.14 - Trade of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10182,NaceSectorsJ_62_0_9,J.62.09 - Other information technology and computer service activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.10182,NaceSectorsJ_63_1_1,"J.63.11 - Data processing, hosting and related activities",NaceSectorsJ,NaceSectorsJ_63,NaceSectorsJ_63_1,0
M.10183,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.10184,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.10185,NaceSectorsH_51_1,H.51.1 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,0
M.10186,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.10187,NaceSectorsJ_60,J.60 - Programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60,0
M.10188,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.10188,NaceSectorsC_27_9,C.27.9 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.1019,NaceSectorsN_79_1_2,N.79.12 - Tour operator activities,NaceSectorsN,NaceSectorsN_79,NaceSectorsN_79_1,0
M.10190,NaceSectorsD_35_1_3,D.35.13 - Distribution of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.10192,NaceSectorsC_20_1_1,C.20.11 - Manufacture of industrial gases,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.10193,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.10194,NaceSectorsQ_87,Q.87 - Residential care activities,NaceSectorsQ,NaceSectorsQ_87,NaceSectorsQ_87,0
M.10196,NaceSectorsC_29_3,C.29.3 - Manufacture of parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.10197,NaceSectorsQ_86_9_0,Q.86.90 - Other human health activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_9,0
M.10199,NaceSectorsJ_62_0_2,J.62.02 - Computer consultancy activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.102,NaceSectorsH_53_2_0,H.53.20 - Other postal and courier activities,NaceSectorsH,NaceSectorsH_53,NaceSectorsH_53_2,0
M.1020,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.10200,NaceSectorsC_33_1_6,C.33.16 - Repair and maintenance of aircraft and spacecraft,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_1,0
M.10200,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.10201,NaceSectorsG_47_2,"G.47.2 - Retail sale of food, beverages and tobacco in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_2,0
M.10202,NaceSectorsM_72_1_1,M.72.11 - Research and experimental development on biotechnology,NaceSectorsM,NaceSectorsM_72,NaceSectorsM_72_1,0
M.10202,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.10203,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
